id,post_id,type,is_discriminatory,target_gender,types
1,864331,title,False,,
2,864331,body,True,남성,"A,C,F"
3,864331,comment,False,,
4,864331,comment,True,남성,"A,C"
5,864331,comment,False,,
6,864331,comment,False,,
7,864331,comment,False,,
8,864331,comment,True,남성,"A,C"
9,864331,comment,False,,
10,864331,comment,False,,
11,864331,comment,False,,
12,864331,comment,True,여성,G
13,864331,comment,True,여성,A
14,864331,comment,True,남성,"A,C,F"
15,864331,comment,False,,
16,864331,comment,False,,
17,864331,comment,True,남성,"A,C"
18,864331,comment,True,남성,"A,C"
19,864331,comment,False,,
20,864331,comment,False,,
21,864331,comment,False,,
22,864331,comment,False,,
23,864330,title,False,,
24,864330,body,True,여성,"A,B,C"
25,864330,comment,False,,
26,864330,comment,False,,
27,864330,comment,False,,
28,864330,comment,False,,
29,864330,comment,True,여성,"A,B"
30,864330,comment,True,여성,"A,B"
31,864330,comment,False,,
32,864330,comment,False,,
33,864330,comment,False,,
34,864330,comment,True,남성,"A,C"
35,864330,comment,True,여성,A
36,864330,comment,False,,
37,864330,comment,False,,
38,864330,comment,True,여성,"A,D"
39,864330,comment,True,남성,A
40,864330,comment,False,,
41,864330,comment,False,,
42,864330,comment,False,,
43,864330,comment,True,여성,"A,G"
44,864330,comment,True,여성,"A,C,G"
45,864329,title,False,,
46,864329,body,True,여성,"A,G"
47,864329,comment,True,남성,"A,C"
48,864329,comment,True,여성,"A,G"
49,864329,comment,True,남성,"A,C"
50,864329,comment,False,,
51,864329,comment,True,남성,"A,C"
52,864329,comment,True,남성,"A,E"
53,864329,comment,True,남성,A
54,864329,comment,False,,
55,864329,comment,True,남성,"A,E"
56,864329,comment,True,남성,"A,C,E"
57,864329,comment,False,,
58,864329,comment,True,남성,A
59,864329,comment,True,여성,"A,F"
60,864329,comment,True,여성,"A,B"
61,864329,comment,True,남성,"A,F"
62,864329,comment,False,,
63,864329,comment,True,남성,"A,C"
64,864329,comment,False,,
65,864329,comment,False,,
66,864329,comment,True,남성,"A,C"
67,864328,title,False,,
68,864328,body,False,,
69,864328,comment,False,,
70,864328,comment,False,,
71,864328,comment,False,,
72,864328,comment,True,남성,"A,C"
73,864328,comment,False,,
74,864328,comment,False,,
75,864328,comment,True,남성,"A,D"
76,864328,comment,False,,
77,864328,comment,False,,
78,864328,comment,False,,
79,864328,comment,False,,
80,864328,comment,True,남성,"A,C"
81,864328,comment,True,남성,"A,F,G"
82,864328,comment,False,,
83,864328,comment,False,,
84,864328,comment,False,,
85,864328,comment,False,,
86,864328,comment,False,,
87,864328,comment,True,여성,"A,C"
88,864328,comment,True,여성,A
89,864327,title,True,남성,"A,C"
91,864327,comment,False,,
92,864327,comment,False,,
93,864327,comment,False,,
94,864327,comment,True,남성,F
95,864327,comment,False,,
96,864327,comment,False,,
97,864327,comment,False,,
98,864327,comment,False,,
99,864327,comment,False,,
100,864327,comment,False,,
101,864327,comment,False,,
102,864327,comment,False,,
103,864327,comment,False,,
104,864327,comment,False,,
105,864327,comment,True,여성,C
106,864327,comment,False,,
107,864327,comment,False,,
108,864327,comment,False,,
109,864327,comment,False,,
110,864327,comment,False,,
111,864326,title,True,여성,A
112,864326,body,True,여성,"A,C"
113,864326,comment,False,,
114,864326,comment,False,,
115,864326,comment,False,,
116,864326,comment,True,남성,"A,C"
117,864326,comment,True,남성,"A,C"
118,864326,comment,True,여성,"A,E"
119,864326,comment,False,,
120,864326,comment,False,,
121,864326,comment,False,,
122,864326,comment,False,,
123,864326,comment,True,남성,"A,C"
124,864326,comment,True,여성,"A,C"
125,864326,comment,True,남성,"A,F"
126,864326,comment,True,여성,C
127,864326,comment,True,여성,"C,E"
128,864326,comment,True,남성,"A,F"
129,864326,comment,True,남성,A
130,864326,comment,False,,
131,864326,comment,True,남성,"A,F"
132,864326,comment,False,,
133,864325,title,False,,
134,864325,body,False,,
135,864325,comment,False,,
136,864325,comment,False,,
137,864325,comment,False,,
138,864325,comment,False,,
139,864325,comment,False,,
140,864325,comment,False,,
141,864325,comment,False,,
142,864325,comment,False,,
143,864325,comment,False,,
144,864325,comment,True,남성,"A,C"
145,864325,comment,True,여성,"A,C"
146,864325,comment,False,,
147,864325,comment,True,남성,"A,C"
148,864325,comment,False,,
149,864325,comment,False,,
150,864325,comment,False,,
151,864325,comment,False,,
152,864325,comment,False,,
153,864325,comment,True,남성,A
154,864325,comment,False,,
155,864324,title,True,남성,"A,C"
156,864324,body,True,남성,"A,B,C"
157,864324,comment,True,남성,A
158,864324,comment,True,남성,"A,F"
159,864324,comment,True,남성,"A,C"
160,864324,comment,True,남성,"A,G"
161,864324,comment,True,남성,"A,F"
162,864324,comment,False,,
163,864324,comment,False,,
164,864324,comment,True,여성,"A,B,C"
165,864324,comment,True,여성,"A,B"
166,864324,comment,False,,
167,864324,comment,False,,
168,864324,comment,True,남성,"A,C"
169,864324,comment,True,여성,"A,C"
170,864324,comment,False,,
171,864324,comment,True,여성,A
172,864324,comment,True,남성,A
173,864324,comment,False,,
174,864324,comment,True,여성,"A,C,F"
175,864324,comment,False,,
176,864324,comment,True,남성,"A,B,C,F"
177,864322,title,False,,
178,864322,body,True,남성,"A,C,F"
179,864322,comment,True,남성,"A,C,F"
180,864322,comment,False,,
181,864322,comment,False,,
182,864322,comment,True,남성,"A,F"
183,864322,comment,False,,
184,864322,comment,True,남성,"A,C"
185,864322,comment,False,,
186,864322,comment,False,,
187,864322,comment,False,,
188,864322,comment,False,,
189,864322,comment,False,,
190,864322,comment,False,,
191,864322,comment,True,여성,"A,C"
192,864322,comment,False,,
193,864322,comment,False,,
194,864322,comment,False,,
195,864322,comment,True,남성,"A,F"
196,864322,comment,True,남성,"A,F"
197,864322,comment,False,,
198,864322,comment,False,,
199,864321,title,False,,
200,864321,body,True,남성,"A,C,G"
201,864321,comment,False,,
202,864321,comment,False,,
203,864321,comment,False,,
204,864321,comment,False,,
205,864321,comment,False,,
206,864321,comment,False,,
207,864321,comment,True,여성,"A,C"
208,864321,comment,False,,
209,864321,comment,False,,
210,864321,comment,False,,
211,864321,comment,False,,
212,864321,comment,True,남성,"A,C"
213,864321,comment,True,남성,A
214,864321,comment,True,남성,A
215,864321,comment,True,남성,"A,C"
216,864321,comment,True,남성,A
217,864321,comment,True,남성,A
218,864321,comment,False,,
219,864321,comment,False,,
220,864321,comment,False,,
221,864320,title,False,,
222,864320,body,True,남성,"A,C,F"
223,864320,comment,True,남성,A
224,864320,comment,False,,
225,864320,comment,True,남성,F
226,864320,comment,True,남성,"A,B,C"
227,864320,comment,True,남성,"A,C"
228,864320,comment,False,,
229,864320,comment,False,,
230,864320,comment,False,,
231,864320,comment,False,,
232,864320,comment,False,,
233,864320,comment,True,여성,"A,D"
234,864320,comment,True,여성,F
235,864320,comment,True,여성,"A,B,C"
236,864320,comment,True,여성,"A,C"
237,864320,comment,True,여성,F
238,864320,comment,True,여성,"A,C"
239,864320,comment,False,,
240,864320,comment,False,,
241,864320,comment,True,여성,"A,D,F"
242,864320,comment,True,남성,"A,C,F"
243,864319,title,True,남성,A
244,864319,body,True,남성,"A,C,F"
245,864319,comment,False,,
246,864319,comment,False,,
247,864319,comment,False,,
248,864319,comment,False,,
249,864319,comment,True,남성,"A,F"
250,864319,comment,True,남성,"A,C"
251,864319,comment,False,,
252,864319,comment,False,,
253,864319,comment,False,,
254,864319,comment,False,,
255,864319,comment,False,,
256,864319,comment,True,남성,"A,C"
257,864319,comment,True,남성,F
258,864319,comment,True,남성,"A,F"
259,864319,comment,True,남성,"A,F"
260,864319,comment,False,,
261,864319,comment,True,남성,"A,F"
262,864319,comment,True,남성,"A,C"
263,864319,comment,False,,
264,864319,comment,True,남성,"A,F"
265,864318,title,False,,
266,864318,body,False,,
267,864318,comment,True,남성,A
268,864318,comment,False,,
269,864318,comment,False,,
270,864318,comment,True,남성,"B,C"
271,864318,comment,True,남성,"B,D"
272,864318,comment,True,여성,"D,F"
273,864318,comment,True,남성,D
274,864318,comment,True,여성,A
275,864318,comment,False,,
276,864318,comment,True,남성,A
277,864318,comment,False,,
278,864318,comment,False,,
279,864318,comment,False,,
280,864318,comment,False,,
281,864318,comment,False,,
282,864318,comment,True,남성,"A,C"
283,864318,comment,False,,
284,864318,comment,False,,
285,864318,comment,True,여성,E
286,864318,comment,True,여성,"A,D"
287,864317,title,False,,
288,864317,body,False,,
289,864317,comment,False,,
290,864317,comment,True,남성,"A,C"
291,864317,comment,True,여성,"A,F"
292,864317,comment,False,,
293,864317,comment,False,,
294,864317,comment,False,,
295,864317,comment,True,남성,C
296,864317,comment,False,,
297,864317,comment,False,,
298,864317,comment,True,남성,"A,C"
299,864317,comment,False,,
300,864317,comment,True,남성,F
301,864317,comment,True,남성,C
302,864317,comment,True,남성,"A,C,F"
303,864317,comment,False,,
304,864317,comment,False,,
305,864316,title,True,남성,A
306,864316,body,True,남성,"A,F"
307,864316,comment,True,남성,A
308,864316,comment,False,,
309,864316,comment,True,남성,A
310,864316,comment,False,,
311,864316,comment,False,,
312,864316,comment,False,,
313,864316,comment,False,,
314,864316,comment,True,여성,"B,F"
315,864316,comment,True,남성,A
316,864316,comment,False,,
317,864316,comment,False,,
318,864316,comment,False,,
319,864316,comment,False,,
320,864316,comment,True,남성,"A,B"
321,864316,comment,False,,
322,864316,comment,False,,
323,864316,comment,True,남성,"A,C"
324,864316,comment,False,,
325,864316,comment,False,,
326,864316,comment,False,,
327,864315,title,True,남성,"A,E"
328,864315,body,True,남성,"A,F"
329,864315,comment,True,남성,"A,C,F"
330,864315,comment,False,,
331,864315,comment,False,,
332,864315,comment,False,,
333,864315,comment,True,여성,"A,D,F"
334,864315,comment,True,남성,A
335,864315,comment,True,남성,A
336,864315,comment,True,남성,A
337,864315,comment,True,남성,A
338,864315,comment,False,,
339,864315,comment,True,남성,"A,F"
340,864315,comment,True,남성,A
341,864315,comment,False,,
342,864314,title,False,,
343,864314,body,True,남성,"A,C"
344,864314,comment,True,여성,"A,D"
345,864314,comment,True,남성,"A,C"
346,864314,comment,True,남성,"A,F"
347,864314,comment,True,남성,"A,C,F"
348,864314,comment,False,,
349,864314,comment,True,남성,"A,C"
350,864314,comment,True,남성,"A,C,D"
351,864314,comment,True,남성,"A,C"
352,864314,comment,True,남성,"A,C"
353,864314,comment,True,남성,A
354,864314,comment,True,남성,"A,C,F"
355,864314,comment,True,남성,"A,F"
356,864314,comment,True,남성,"A,F"
357,864314,comment,False,,
358,864314,comment,True,남성,A
359,864314,comment,True,남성,"A,F"
360,864314,comment,True,남성,"A,D"
361,864314,comment,True,남성,"A,C"
362,864314,comment,True,남성,"A,F"
363,864314,comment,True,남성,"A,C"
364,864313,title,False,,
365,864313,body,True,남성,"A,C"
366,864313,comment,True,남성,"A,F"
367,864313,comment,True,남성,"A,C"
368,864313,comment,True,남성,"A,B"
369,864313,comment,False,,
370,864313,comment,False,,
371,864313,comment,True,남성,"A,B"
372,864313,comment,False,,
373,864313,comment,True,남성,"A,F"
374,864313,comment,True,남성,A
375,864313,comment,True,여성,D
376,864313,comment,True,남성,"A,F"
377,864313,comment,True,남성,A
378,864313,comment,False,,
379,864313,comment,False,,
380,864313,comment,False,,
381,864313,comment,False,,
382,864313,comment,False,,
383,864313,comment,False,,
384,864313,comment,False,,
385,864312,title,False,,
386,864312,body,False,,
387,864312,comment,False,,
388,864312,comment,False,,
389,864312,comment,False,,
390,864312,comment,False,,
391,864312,comment,False,,
392,864312,comment,False,,
393,864312,comment,False,,
394,864312,comment,False,,
395,864312,comment,False,,
396,864312,comment,True,남성,F
397,864312,comment,False,,
398,864312,comment,False,,
399,864312,comment,False,,
400,864312,comment,False,,
401,864312,comment,False,,
402,864312,comment,False,,
403,864312,comment,False,,
404,864312,comment,False,,
405,864312,comment,False,,
406,864312,comment,False,,
407,864311,title,False,,
408,864311,body,True,여성,A
409,864311,comment,False,,
410,864311,comment,True,남성,"A,C"
411,864311,comment,False,,
412,864311,comment,False,,
413,864311,comment,False,,
414,864311,comment,False,,
415,864311,comment,False,,
416,864311,comment,False,,
417,864311,comment,False,,
418,864311,comment,False,,
419,864311,comment,True,여성,"A,F"
420,864311,comment,False,,
421,864311,comment,True,남성,"A,C,F"
422,864311,comment,False,,
423,864311,comment,True,남성,"A,C"
424,864311,comment,False,,
425,864311,comment,False,,
426,864311,comment,False,,
427,864311,comment,False,,
428,864311,comment,True,남성,A
429,864310,title,True,남성,"A,C"
430,864310,body,True,남성,"A,C"
431,864310,comment,True,남성,"A,C"
432,864310,comment,False,,
433,864310,comment,False,,
434,864310,comment,True,남성,"A,C"
435,864310,comment,False,,
436,864310,comment,True,남성,"A,C,G"
437,864310,comment,False,,
438,864310,comment,True,남성,"A,C"
439,864310,comment,True,남성,"A,C"
440,864310,comment,True,남성,"A,C,G"
441,864310,comment,True,남성,"A,C,G"
442,864310,comment,True,남성,"A,C"
443,864310,comment,True,남성,"A,C"
444,864310,comment,True,남성,"A,C"
445,864310,comment,True,남성,"A,C"
446,864310,comment,False,,
447,864310,comment,True,남성,"A,C,F"
448,864310,comment,True,남성,"A,C"
449,864310,comment,False,,
450,864310,comment,False,,
451,864309,title,False,,
452,864309,body,True,여성,"A,C"
453,864309,comment,False,,
454,864309,comment,False,,
455,864309,comment,False,,
456,864309,comment,False,,
457,864309,comment,True,여성,"A,C"
458,864309,comment,False,,
459,864309,comment,False,,
460,864309,comment,True,여성,"A,C"
461,864309,comment,True,남성,"A,F"
462,864309,comment,False,,
463,864309,comment,False,,
464,864309,comment,False,,
465,864309,comment,False,,
466,864309,comment,False,,
467,864309,comment,False,,
468,864309,comment,False,,
469,864309,comment,True,남성,F
470,864309,comment,True,남성,A
471,864309,comment,False,,
472,864309,comment,True,남성,"A,F"
473,864308,title,False,,
474,864308,body,True,남성,"A,C"
475,864308,comment,True,남성,"A,C"
476,864308,comment,False,,
477,864308,comment,False,,
478,864308,comment,False,,
479,864308,comment,True,남성,"A,F"
480,864308,comment,True,남성,"A,C"
481,864308,comment,True,남성,"A,C"
482,864308,comment,True,남성,"A,C"
483,864308,comment,True,남성,"A,C"
484,864308,comment,True,남성,"A,C"
485,864308,comment,False,,
486,864308,comment,False,,
487,864308,comment,True,남성,"A,C,D"
488,864308,comment,True,여성,"A,G"
489,864308,comment,False,,
490,864308,comment,True,남성,A
491,864308,comment,False,,
492,864308,comment,False,,
493,864308,comment,False,,
494,864308,comment,False,,
495,864307,title,False,,
496,864307,body,False,,
497,864307,comment,False,,
498,864307,comment,True,남성,"A,F"
499,864307,comment,True,남성,A
500,864307,comment,True,남성,A
501,864307,comment,False,,
502,864307,comment,True,남성,A
503,864307,comment,False,,
504,864307,comment,False,,
505,864307,comment,False,,
506,864307,comment,False,,
507,864307,comment,False,,
508,864307,comment,False,,
509,864307,comment,False,,
510,864307,comment,False,,
511,864307,comment,True,남성,"A,F"
512,864307,comment,True,여성,A
513,864307,comment,False,,
514,864307,comment,False,,
515,864307,comment,False,,
516,864307,comment,False,,
517,864306,title,False,,
518,864306,body,False,,
519,864306,comment,False,,
520,864306,comment,False,,
521,864306,comment,False,,
522,864306,comment,False,,
523,864306,comment,False,,
524,864306,comment,False,,
525,864306,comment,True,여성,"A,F"
526,864306,comment,True,남성,"A,C"
527,864306,comment,True,남성,"A,C,G"
528,864306,comment,False,,
529,864306,comment,False,,
530,864306,comment,False,,
531,864306,comment,False,,
532,864306,comment,False,,
533,864306,comment,False,,
